loop,domain,checks,status,detail
306,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
307,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
308,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
309,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
310,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
311,d1_sql_surface,40,PASS,restore_bundle.py: SQL-Oberfläche sauber
312,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
313,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
314,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
315,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
316,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
317,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
318,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
319,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
320,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
321,d1_sql_surface,40,PASS,savings_goals_model.py: SQL-Oberfläche sauber
322,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
323,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
324,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
325,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
326,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
327,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
328,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
329,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
330,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
331,d1_sql_surface,40,PASS,shortcuts_config.py: SQL-Oberfläche sauber
332,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
333,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
334,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
335,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
336,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
337,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
338,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
339,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
340,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
341,d1_sql_surface,40,PASS,tags_model.py: SQL-Oberfläche sauber
342,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
343,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
344,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
345,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
346,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
347,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
348,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
349,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
350,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
351,d1_sql_surface,40,PASS,tracking_model.py: SQL-Oberfläche sauber
352,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
353,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
354,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
355,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
356,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
357,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
358,d8_i18n_format_safety,100,PASS,20 Keys ×3 format-sicher
359,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
360,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
361,d1_sql_surface,40,PASS,typ_constants.py: SQL-Oberfläche sauber
362,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
363,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
364,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
365,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
366,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
367,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
368,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
369,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
370,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
371,d1_sql_surface,40,PASS,undo_redo_model.py: SQL-Oberfläche sauber
372,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
373,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
374,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
375,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
376,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
377,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
378,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
379,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
380,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
381,d1_sql_surface,40,PASS,user_model.py: SQL-Oberfläche sauber
382,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
383,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
384,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
385,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
386,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
387,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
388,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
389,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
390,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
391,d1_sql_surface,40,PASS,year_copy_rules.py: SQL-Oberfläche sauber
392,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
393,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
394,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
395,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
396,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
397,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
398,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
399,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
400,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
401,d1_sql_surface,40,PASS,__init__.py: SQL-Oberfläche sauber
402,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
403,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
404,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
405,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
406,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
407,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
408,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
409,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
410,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
411,d1_sql_surface,40,PASS,app_paths.py: SQL-Oberfläche sauber
412,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
413,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
414,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
415,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
416,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
417,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
418,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
419,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
420,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
421,d1_sql_surface,40,PASS,backup_auth.py: SQL-Oberfläche sauber
422,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
423,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
424,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
425,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
426,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
427,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
428,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
429,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
430,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
431,d1_sql_surface,40,PASS,budget_learning.py: SQL-Oberfläche sauber
432,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
433,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
434,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
435,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
436,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
437,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
438,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
439,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
440,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
441,d1_sql_surface,40,PASS,budget_model.py: SQL-Oberfläche sauber
442,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
443,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
444,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
445,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
446,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
447,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
448,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
449,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
450,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
451,d1_sql_surface,40,PASS,budget_modes.py: SQL-Oberfläche sauber
452,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
453,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
454,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
455,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
456,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
457,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
458,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
459,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
460,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
461,d1_sql_surface,40,PASS,budget_overview_model.py: SQL-Oberfläche sauber
462,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
463,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
464,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
465,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
466,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
467,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
468,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
469,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
470,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
471,d1_sql_surface,40,PASS,budget_suggestion_engine.py: SQL-Oberfläche sauber
472,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
473,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
474,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
475,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
476,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
477,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
478,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
479,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
480,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
481,d1_sql_surface,40,PASS,budget_warnings_model_extended.py: SQL-Oberfläche sauber
482,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
483,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
484,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
485,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
486,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
487,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
488,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
489,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
490,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
491,d1_sql_surface,40,PASS,category_forecast_mode.py: SQL-Oberfläche sauber
492,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
493,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
494,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
495,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
496,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
497,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
498,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
499,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
500,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
501,d1_sql_surface,40,PASS,category_model.py: SQL-Oberfläche sauber
502,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
503,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
504,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
505,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
506,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
507,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
508,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
509,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
510,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
511,d1_sql_surface,40,PASS,coverage_model.py: SQL-Oberfläche sauber
512,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
513,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
514,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
515,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
516,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
517,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
518,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
519,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
520,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
521,d1_sql_surface,40,PASS,crypto.py: SQL-Oberfläche sauber
522,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
523,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
524,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
525,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
526,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
527,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
528,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
529,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
530,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
531,d1_sql_surface,40,PASS,data_location.py: SQL-Oberfläche sauber
532,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
533,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
534,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
535,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
536,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
537,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
538,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
539,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
540,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
541,d1_sql_surface,40,PASS,database.py: SQL-Oberfläche sauber
542,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
543,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
544,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
545,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
546,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
547,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
548,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
549,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
550,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
551,d1_sql_surface,40,PASS,database_management_model.py: SQL-Oberfläche sauber
552,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
553,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
554,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
555,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
556,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
557,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
558,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
559,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
560,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
561,d1_sql_surface,40,PASS,date_ranges.py: SQL-Oberfläche sauber
562,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
563,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
564,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
565,d5_due_clamp,10,PASS,2025 (leap=False): Ultimo-Klemmung + Semantik ok
566,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
567,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
568,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
569,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
570,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
571,d1_sql_surface,40,PASS,default_categories.py: SQL-Oberfläche sauber
572,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
573,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
574,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
575,d5_due_clamp,10,PASS,2026 (leap=False): Ultimo-Klemmung + Semantik ok
576,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
577,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
578,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
579,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
580,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
581,d1_sql_surface,40,PASS,diagnostics.py: SQL-Oberfläche sauber
582,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
583,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
584,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
585,d5_due_clamp,10,PASS,2027 (leap=False): Ultimo-Klemmung + Semantik ok
586,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
587,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
588,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
589,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
590,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
591,d1_sql_surface,40,PASS,favorites_model.py: SQL-Oberfläche sauber
592,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
593,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
594,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
595,d5_due_clamp,10,PASS,2028 (leap=True): Ultimo-Klemmung + Semantik ok
596,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
597,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
598,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
599,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
600,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
601,d1_sql_surface,40,PASS,file_permissions.py: SQL-Oberfläche sauber
602,d2_privacy_sanitize,4,PASS,"HOME→<home> rekursiv (posix+win), Resttext intakt"
603,d3_file_permissions,3,PASS,"0644→0600 real gesetzt, Erkennung korrekt"
604,d4_money_format,28,PASS,normalize+Gruppierung(4 Formate)+Vorzeichen/Symbol stabil
605,d5_due_clamp,10,PASS,2024 (leap=True): Ultimo-Klemmung + Semantik ok
606,d6_migration_idempotent,3,PASS,"user_version=0, Schema stabil über 2 Läufe"
607,d7_bundle_tamper,2,PASS,Member=database.db; Byte-Flip abgelehnt (Pruefsumme stimmt nicht – Backup beschaedigt oder veraendert)
608,d8_i18n_format_safety,95,PASS,19 Keys ×3 format-sicher
609,d9_modal_info_load,2,PASS,0 modale Infos; Toast-Regressionsschutz intakt
610,d10_taborder_decl,1,PASS,13/13 komplexe Dialogdateien mit Tab-Ketten
